itinerary,leg_pos,row_number,record_serial,carrier,flight_number,operational_suffix,itinerary_var_id,itinerary_var_overflow,leg_sequence_number,service_type,operating_carrier,operating_flight_number,departure_station,arrival_station
808,2,689,4739,UA,64, ,1, ,1,J,UA,64,EWR,LIS
808,3,163036,174491,UA,6863, ,10, ,1,J,TP,1356,LIS,LHR
809,1,95087,687158,UA,2326, ,7, ,1,J,UA,2326,ORD,TPA
809,2,47436,340765,UA,1393, ,24, ,1,J,UA,1393,TPA,EWR
809,3,30587,220412,UA,940, ,11, ,1,J,UA,940,EWR,LHR
810,1,95087,687158,UA,2326, ,7, ,1,J,UA,2326,ORD,TPA
810,2,99011,716212,UA,2398, ,18, ,1,J,UA,2398,TPA,EWR
810,3,30587,220412,UA,940, ,11, ,1,J,UA,940,EWR,LHR
811,1,17494,126101,UA,554, ,13, ,1,J,UA,554,ORD,ATL
811,2,17529,126344,UA,555, ,10, ,1,J,UA,555,ATL,EWR
811,3,30587,220412,UA,940, ,11, ,1,J,UA,940,EWR,LHR
812,1,17494,126101,UA,554, ,13, ,1,J,UA,554,ORD,ATL
812,2,17593,126805,UA,556, ,14, ,1,J,UA,556,ATL,EWR
812,3,30587,220412,UA,940, ,11, ,1,J,UA,940,EWR,LHR
813,1,87010,627821,UA,2184, ,17, ,3,J,UA,2184,ORD,EWR
