itinerary,leg_pos,row_number,record_serial,carrier,flight_number,operational_suffix,itinerary_var_id,itinerary_var_overflow,leg_sequence_number,service_type,operating_carrier,operating_flight_number,departure_station,arrival_station
156,1,122881,895221,UA,4000, ,11, ,1,J,UA,4000,LFT,IAH
156,2,77838,560246,UA,2013, ,7, ,2,J,UA,2013,IAH,DEN
156,3,188743,284898,UA,8456, ,5, ,1,J,AC,1040,DEN,YYZ
157,1,122881,895221,UA,4000, ,11, ,1,J,UA,4000,LFT,IAH
157,2,85850,619132,UA,2167, ,6, ,1,J,UA,2167,IAH,DEN
157,3,188743,284898,UA,8456, ,5, ,1,J,AC,1040,DEN,YYZ
158,1,127217,924502,UA,4358, ,3, ,1,J,UA,4358,LFT,IAH
158,2,49697,356915,UA,1444, ,18, ,2,J,UA,1444,IAH,EWR
158,3,118389,861083,UA,3553, ,4, ,1,J,UA,3553,EWR,YYZ
159,1,127217,924502,UA,4358, ,3, ,1,J,UA,4358,LFT,IAH
159,2,49697,356915,UA,1444, ,18, ,2,J,UA,1444,IAH,EWR
159,3,189360,288284,UA,8505, ,3, ,1,J,AC,8873,EWR,YYZ
160,1,127217,924502,UA,4358, ,3, ,1,J,UA,4358,LFT,IAH
160,2,28919,209133,UA,787, ,17, ,1,J,UA,787,IAH,ORD
160,3,115647,839650,UA,3440, ,5, ,1,J,UA,3440,ORD,YYZ
161,1,122881,895221,UA,4000, ,11, ,1,J,UA,4000,LFT,IAH
